Date/Time,DistrictHeating:Facility [J](Daily),DistrictCooling:Facility [J](Daily),Electricity:Facility [J](Daily),DistrictHeating:Facility [J](Monthly),DistrictCooling:Facility [J](Monthly),Electricity:Facility [J](Monthly),DistrictHeating:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod),Electricity:Facility [J](RunPeriod) 
 01/01,2048416717.6772,0.0,374180539.898225 
 01/02,2011386308.17953,0.0,370956303.537002 
 01/03,2077355208.8344,0.0,372751755.350588 
 01/04,2052166911.57259,0.0,383825957.945206 
 01/05,1834962453.20809,0.0,383809015.573381 
 01/06,1509694578.67432,0.0,369737980.194079 
 01/07,1651283914.91034,0.0,382799762.911507 
 01/08,1126222337.75674,0.0,377216917.765963 
 01/09,1047140053.62758,0.0,382171687.594485 
 01/10,1181616575.57661,0.0,382824108.094146 
 01/11,1488374549.17853,0.0,369040314.86456 
 01/12,1555194564.72057,0.0,370390855.372312 
 01/13,1443802358.1348,0.0,381895791.604931 
 01/14,1112784703.17551,0.0,381834072.536386 
 01/15,1197351595.35669,0.0,382594968.726635 
 01/16,961582712.607325,0.0,383204806.761056 
 01/17,1394611781.388,0.0,383346275.667934 
 01/18,1386408661.64274,0.0,366655345.699286 
 01/19,1680601480.12087,0.0,382664759.390731 
 01/20,1574978940.63741,0.0,376423788.429835 
 01/21,1559861900.3737,0.0,382007721.549955 
 01/22,1570456457.85455,0.0,378851349.44668 
 01/23,1364293932.41686,0.0,369627237.936746 
 01/24,1425302944.13393,0.0,380542739.056137 
 01/25,1939515249.32405,0.0,382748098.318978 
 01/26,2005026184.35682,0.0,380312188.402406 
 01/27,2184335555.53301,0.0,382582083.492242 
 01/28,1499003167.51131,0.0,380117852.571842 
 01/29,1404961096.44034,0.0,380225584.829593 
 01/30,1593446790.89669,0.0,360378557.931382 
 01/31,1150611278.25496,0.0,382349065.837294,48032750964.076,0.0,11718067487.2917 
 02/01,1976393747.20813,0.0,364386213.471323 
 02/02,1982394277.41558,0.0,382060454.111051 
 02/03,1522942000.23664,0.0,367746072.920904 
 02/04,1497594158.12714,0.0,375360429.556916 
 02/05,981954167.795449,0.0,379689151.282966 
 02/06,736515801.22948,0.0,373317651.097611 
 02/07,1102350407.71013,0.0,379002849.046565 
 02/08,903115525.265332,0.0,379675772.294369 
 02/09,1030578228.99364,0.0,381416258.180582 
 02/10,1105627818.10606,0.0,373740149.599399 
 02/11,1399246916.63001,0.0,376763145.731123 
 02/12,1596817142.85039,0.0,380037271.778861 
 02/13,1748023157.14966,0.0,376402466.384083 
 02/14,1742897761.57412,0.0,374754622.623103 
 02/15,1577152267.86255,0.0,350797893.52564 
 02/16,1821968400.29657,0.0,376304952.520549 
 02/17,1788243373.92119,0.0,362091664.490487 
 02/18,1591003707.65098,0.0,349790376.447271 
 02/19,1486955734.96982,0.0,347486837.764525 
 02/20,1545671711.33791,0.0,349052363.282476 
 02/21,1615199944.41148,0.0,375013851.194324 
 02/22,1389906567.50745,0.0,375367254.84796 
 02/23,1613057371.15517,0.0,378854604.189554 
 02/24,1743696111.44977,0.0,374459495.436761 
 02/25,1870142860.2402,0.0,369196945.837989 
 02/26,1720240616.47113,0.0,379246257.884587 
 02/27,856338764.043085,0.0,373823980.673763 
 02/28,658515520.071881,0.0,356573047.095435,40604544061.681,0.0,10382412033.2703 
 03/01,1255641778.31929,0.0,367083207.710714 
 03/02,1448697845.55304,0.0,378950279.385046 
 03/03,1630747761.2029,0.0,379087876.002974 
 03/04,1630417371.95681,0.0,374123512.007184 
 03/05,1088911612.98792,0.0,372915323.958251 
 03/06,1054509440.2376,0.0,371666120.774444 
 03/07,1255391847.56003,0.0,378020168.080936 
 03/08,1218534068.74452,0.0,374705232.546974 
 03/09,1197319553.78606,0.0,340848554.244448 
 03/10,1378286531.72822,0.0,376261181.168853 
 03/11,1037326790.49195,0.0,360616127.916074 
 03/12,834771031.309296,0.0,359215995.892424 
 03/13,485492257.824207,0.0,348785580.539334 
 03/14,399708477.687361,0.0,359083449.11177 
 03/15,348161195.624178,0.0,343824667.34193 
 03/16,252447148.714045,0.0,373937757.606963 
 03/17,228748529.59726,0.0,369297815.803651 
 03/18,347532473.240976,0.0,365761151.887544 
 03/19,589535111.743951,0.0,338576998.425188 
 03/20,503292410.146456,0.0,357504875.162849 
 03/21,453051083.147304,0.0,368884231.370902 
 03/22,695529285.742998,0.0,361628369.442495 
 03/23,764151858.352633,0.0,338312045.968781 
 03/24,688602167.096217,0.0,344003200.098971 
 03/25,797062581.948394,0.0,348443684.911482 
 03/26,944749996.920443,0.0,334647917.430413 
 03/27,883679310.991969,0.0,355561587.159765 
 03/28,959208382.975375,0.0,371994356.526045 
 03/29,887597971.954464,0.0,368489234.857702 
 03/30,573477802.608114,0.0,371496110.217602 
 03/31,802277796.456406,0.0,361763168.213346,26634861476.6505,0.0,11215489781.7652 
 04/01,453318822.939496,0.0,364526537.838577 
 04/02,453313477.77069,0.0,372606484.120127 
 04/03,599079592.520816,0.0,337159603.416854 
 04/04,680642077.290639,0.0,362151025.518372 
 04/05,639716824.226692,0.0,350443189.002745 
 04/06,770361037.309401,0.0,366859027.460538 
 04/07,512370944.052084,0.0,334167885.349017 
 04/08,443632026.506316,0.0,356279576.60334 
 04/09,392494050.306615,0.0,351448291.096701 
 04/10,235783435.033054,0.0,372700323.050316 
 04/11,137585722.716909,0.0,364084407.699372 
 04/12,44655623.3034153,0.0,352600332.047304 
 04/13,187641646.819774,0.0,372354126.712056 
 04/14,416308686.848273,0.0,327701257.980694 
 04/15,294865078.073832,0.0,349204443.555638 
 04/16,442762637.704967,0.0,346662847.211718 
 04/17,781566885.392786,0.0,358584538.914465 
 04/18,862017345.090324,0.0,353761004.724793 
 04/19,946798265.298716,0.0,340396356.530965 
 04/20,978303041.141002,0.0,340647760.62983 
 04/21,894315992.670894,0.0,356963043.056016 
 04/22,668144989.612907,0.0,331853663.505989 
 04/23,511127055.665219,0.0,359880173.561266 
 04/24,380878284.025417,0.0,359635906.83168 
 04/25,333685616.647642,0.0,322339093.65527 
 04/26,310723360.19667,0.0,330014731.893805 
 04/27,290051952.885119,0.0,327451791.625363 
 04/28,266454792.115192,985393.961953012,321505741.540204 
 04/29,328939420.321382,0.0,370110815.486089 
 04/30,543060492.997521,0.0,367664605.85017,14800599177.4838,985393.961953012,10521758586.4693 
 05/01,396856728.480879,0.0,357376671.780447 
 05/02,298072254.773683,0.0,346474672.490051 
 05/03,196907775.999149,0.0,357295436.552465 
 05/04,170499365.687612,0.0,360996307.301397 
 05/05,148361272.83006,0.0,341327321.445874 
 05/06,103421934.886862,0.0,318058123.383045 
 05/07,3284755.9666748,0.0,342895242.497239 
 05/08,196475.291458117,0.0,369344900.416401 
 05/09,30265412.5134895,0.0,365538188.833947 
 05/10,83701083.1416866,0.0,318020938.691399 
 05/11,58234314.770097,0.0,368978746.793361 
 05/12,64715924.4896443,0.0,347015617.446162 
 05/13,44772760.9819308,0.0,360265238.667072 
 05/14,40972385.1246581,106923.793563513,316910989.566993 
 05/15,2533670.53480209,19123052.684127,322717588.058394 
 05/16,0.0,84101980.4186105,315381507.784895 
 05/17,1894007.4130431,0.0,367910463.250462 
 05/18,93717091.5432727,0.0,339710350.609545 
 05/19,147994875.935105,0.0,347743314.273007 
 05/20,143247744.795708,0.0,321792528.908088 
 05/21,107913039.49198,0.0,317437345.041075 
 05/22,6567465.53965537,10296443.8596692,312745589.022263 
 05/23,1887445.63454641,0.0,356696679.287019 
 05/24,0.0,0.0,352534387.635591 
 05/25,0.0,0.0,362175405.354656 
 05/26,17459825.0346557,0.0,366687337.600273 
 05/27,87465123.250508,0.0,320456205.617753 
 05/28,445068.868416343,0.0,316870326.331286 
 05/29,0.0,0.0,351402016.674414 
 05/30,0.0,0.0,352989347.764803 
 05/31,0.0,0.0,356104161.804087,2251387802.97958,113628400.75597,10651852950.8835 
 06/01,0.0,0.0,347583794.707655 
 06/02,0.0,0.0,354144695.417583 
 06/03,13609409.4574659,0.0,367494769.429319 
 06/04,16098226.3749189,0.0,352214734.063932 
 06/05,14618881.761058,0.0,356188841.017744 
 06/06,0.0,0.0,351105734.072355 
 06/07,0.0,0.0,319467782.672886 
 06/08,0.0,0.0,353616633.325028 
 06/09,539423.372792583,0.0,340727987.435479 
 06/10,7499105.65898863,0.0,361926254.582651 
 06/11,58287424.2053479,0.0,362123375.276517 
 06/12,143613181.001505,0.0,359996226.918303 
 06/13,167722982.911922,0.0,351451945.037826 
 06/14,99186282.0970053,0.0,328742765.755618 
 06/15,18790975.6557117,0.0,357820147.350244 
 06/16,4456239.44406481,0.0,348286677.105669 
 06/17,0.0,0.0,354704801.231876 
 06/18,0.0,0.0,324803825.028203 
 06/19,0.0,13062894.405093,330846892.571412 
 06/20,0.0,133886022.929675,321774206.944164 
 06/21,0.0,139151552.130263,313636781.565315 
 06/22,0.0,33010835.6529163,348834281.178414 
 06/23,0.0,140538313.084452,311195226.3062 
 06/24,0.0,0.0,364333309.004625 
 06/25,0.0,0.0,361508640.910834 
 06/26,0.0,7050066.61356814,327116323.009548 
 06/27,0.0,95082974.1907904,319315683.052956 
 06/28,0.0,233268444.616047,315138997.225072 
 06/29,0.0,401802385.10408,308935694.88936 
 06/30,0.0,496914880.787132,310449372.67499,544422131.94078,1693768369.51402,10225486399.7618 
 07/01,0.0,160665825.299566,327360077.936122 
 07/02,0.0,0.0,353488333.073691 
 07/03,0.0,13959967.4281377,331560275.666508 
 07/04,0.0,95815589.8778665,323051513.951055 
 07/05,0.0,235220387.830735,310880463.967333 
 07/06,0.0,217849518.516976,325196720.665471 
 07/07,0.0,203356680.725841,343685448.296965 
 07/08,0.0,494540526.29846,312276032.440573 
 07/09,0.0,106515215.833718,356561627.101577 
 07/10,0.0,109016358.997711,347405681.47943 
 07/11,0.0,94094139.3955397,339114096.064188 
 07/12,0.0,4899191.79924755,351313512.626704 
 07/13,0.0,931875.605380478,339427427.467551 
 07/14,0.0,0.0,349239541.629337 
 07/15,0.0,6459990.80631388,340453730.999316 
 07/16,0.0,0.0,353296678.980025 
 07/17,0.0,0.0,348847589.119958 
 07/18,0.0,2920495.46415684,351258073.267933 
 07/19,0.0,0.0,359593565.442629 
 07/20,0.0,134761633.702622,320613641.611518 
 07/21,0.0,19557301.8219541,350692421.376257 
 07/22,0.0,133650621.414387,326725385.386224 
 07/23,0.0,128978663.577732,328024555.378485 
 07/24,0.0,119477057.901035,324609053.826352 
 07/25,0.0,41055754.8367505,338872859.211692 
 07/26,0.0,0.0,360753525.508051 
 07/27,0.0,0.0,358716431.868746 
 07/28,0.0,52786373.3472821,335125714.376469 
 07/29,0.0,86206670.2586771,336749605.740435 
 07/30,0.0,288789972.398578,325058055.115437 
 07/31,0.0,59312874.840689,347405865.300514,0.0,2810822687.97935,10517357504.8766 
 08/01,0.0,212938690.279437,327035311.852496 
 08/02,0.0,138779370.519715,339395573.24943 
 08/03,0.0,157047775.432271,352509507.166159 
 08/04,0.0,63567648.7564294,359714641.965443 
 08/05,0.0,368995167.013001,318765665.895846 
 08/06,0.0,40135734.8186572,357733795.882728 
 08/07,0.0,0.0,358494547.374662 
 08/08,0.0,0.0,358550296.238787 
 08/09,0.0,0.0,362576146.199357 
 08/10,0.0,0.0,365101086.32466 
 08/11,0.0,0.0,359468938.072238 
 08/12,0.0,0.0,358832241.389643 
 08/13,0.0,60566393.9822785,322949665.121831 
 08/14,0.0,115178297.877237,321722646.766129 
 08/15,0.0,83404574.4713603,327423600.390026 
 08/16,0.0,0.0,350493844.905062 
 08/17,0.0,0.0,359667000.344211 
 08/18,0.0,0.0,343006759.802204 
 08/19,0.0,56379376.7921922,335014602.784418 
 08/20,0.0,0.0,360511749.594447 
 08/21,0.0,150006422.776924,323966118.853137 
 08/22,0.0,216948288.27747,326201474.756822 
 08/23,0.0,0.0,366292437.576665 
 08/24,0.0,0.0,355887023.692535 
 08/25,0.0,0.0,349588374.264718 
 08/26,0.0,103915878.14843,330823055.83233 
 08/27,0.0,134166689.774838,328542443.326688 
 08/28,0.0,17484056.3996643,338613678.054167 
 08/29,0.0,3345771.82761538,342425409.596256 
 08/30,0.0,0.0,348573314.04686 
 08/31,0.0,0.0,370863725.46676,0.0,1922860137.14752,10720744676.7868 
 09/01,0.0,0.0,366427691.829486 
 09/02,0.0,0.0,363602413.276948 
 09/03,0.0,40469490.695607,345536648.633556 
 09/04,0.0,29978847.4220645,331706509.34261 
 09/05,0.0,0.0,367603842.078978 
 09/06,0.0,0.0,351819398.775171 
 09/07,0.0,0.0,349205451.139859 
 09/08,0.0,0.0,342844512.131962 
 09/09,0.0,0.0,344040295.929057 
 09/10,0.0,0.0,363147156.549525 
 09/11,0.0,1201569.57115267,348952563.355983 
 09/12,0.0,0.0,367465005.639152 
 09/13,0.0,0.0,364939777.759449 
 09/14,0.0,7849765.96004497,339535693.796671 
 09/15,0.0,0.0,349787216.926626 
 09/16,0.0,71654020.4110061,334068436.793401 
 09/17,0.0,0.0,363016908.793987 
 09/18,0.0,0.0,371007656.631794 
 09/19,0.0,5671114.32631845,335717436.861438 
 09/20,702089.21925836,0.0,371948449.64598 
 09/21,87256555.9849167,0.0,348040671.125565 
 09/22,113506473.291245,0.0,349535773.096021 
 09/23,159776241.293723,0.0,360552571.915612 
 09/24,254295492.928148,0.0,349338046.726683 
 09/25,176256297.972824,0.0,347646192.865022 
 09/26,173782567.509969,0.0,361168385.223936 
 09/27,239089577.89397,0.0,370012430.815486 
 09/28,90890315.6567217,0.0,363368464.522037 
 09/29,63542725.3278493,0.0,377208115.183456 
 09/30,110427386.383312,0.0,376121367.448278,1469525723.46194,156824808.386194,10675365084.8138 
 10/01,154312606.675393,0.0,341220730.552158 
 10/02,72741634.710962,0.0,363698379.932779 
 10/03,30775816.1050536,0.0,345574804.637683 
 10/04,120604282.178847,0.0,358773746.555538 
 10/05,212221495.466392,0.0,373292328.872449 
 10/06,347214621.573597,0.0,343908050.676513 
 10/07,156889663.791988,0.0,373618368.521504 
 10/08,239621456.814177,0.0,375213029.328141 
 10/09,192908987.489834,0.0,370671407.766151 
 10/10,105204938.732581,0.0,377742291.786255 
 10/11,87217703.6862421,0.0,362228149.328542 
 10/12,18721013.5561262,0.0,375494528.999596 
 10/13,34239578.703385,0.0,368870415.388079 
 10/14,79530762.1217124,0.0,376067336.971713 
 10/15,230497756.177532,0.0,372888230.076499 
 10/16,273203672.259749,0.0,372068349.238596 
 10/17,490277335.577811,0.0,363894033.31168 
 10/18,583144620.574366,0.0,353890851.861396 
 10/19,752243632.547414,0.0,356680856.332158 
 10/20,907596927.064242,0.0,368596248.566576 
 10/21,786030696.195725,0.0,351119046.274104 
 10/22,686236294.776552,0.0,374887961.699999 
 10/23,794141337.190308,0.0,380638795.526206 
 10/24,791943364.222403,0.0,379345934.327858 
 10/25,749985500.402845,0.0,378313836.089188 
 10/26,779200503.302948,0.0,381412484.206866 
 10/27,794768831.498852,0.0,381509300.932412 
 10/28,658521740.674527,0.0,381651911.51503 
 10/29,476437602.163051,0.0,378742885.406667 
 10/30,613289157.955491,0.0,377790828.855791 
 10/31,765791584.036756,0.0,381960960.527701,12985515118.2269,0.0,11441766084.066 
 11/01,606061625.56987,0.0,366947155.976201 
 11/02,719377223.820982,0.0,378264732.448692 
 11/03,795369419.152141,0.0,380962155.25668 
 11/04,697974072.193733,0.0,378548145.75424 
 11/05,785501502.207432,0.0,381635586.972297 
 11/06,893705064.789312,0.0,377461621.734789 
 11/07,1288300129.35618,0.0,382002817.676549 
 11/08,1458781444.66027,0.0,381633222.673871 
 11/09,1206447618.35515,0.0,381483401.998163 
 11/10,1328129220.1629,0.0,382146861.836457 
 11/11,1252549088.33985,0.0,382339598.120288 
 11/12,1103592038.84748,0.0,374749010.939625 
 11/13,944036512.320088,0.0,364751394.531255 
 11/14,915761855.791653,0.0,362442963.675836 
 11/15,1110354638.20137,0.0,381943971.121495 
 11/16,702132160.741443,0.0,376460387.976153 
 11/17,746512204.194509,0.0,380592188.388208 
 11/18,689839694.552232,0.0,382797785.095125 
 11/19,779736969.679835,0.0,382744215.170789 
 11/20,734069288.946147,0.0,363910849.870127 
 11/21,990006020.119322,0.0,382312422.048755 
 11/22,1079017146.31611,0.0,379904093.276724 
 11/23,1384164862.91938,0.0,381614356.229614 
 11/24,1194423064.0076,0.0,373906871.563001 
 11/25,1317586164.20913,0.0,376135342.12503 
 11/26,1488074788.38305,0.0,380381081.480954 
 11/27,1615521122.99092,0.0,368972090.035516 
 11/28,1973628276.1154,0.0,367574692.59281 
 11/29,1942469419.96657,0.0,383044338.920641 
 11/30,1791770265.27821,0.0,382387312.088726,33534892902.1883,0.0,11320050667.5788 
 12/01,1256810732.14196,0.0,383739707.289102 
 12/02,1314474572.53366,0.0,383274022.345226 
 12/03,1276243416.96427,0.0,383786463.759221 
 12/04,1010980843.09544,0.0,383231243.146827 
 12/05,868058979.268942,0.0,383037445.949675 
 12/06,951760692.145979,0.0,370863583.41142 
 12/07,1038505315.44976,0.0,379636407.72124 
 12/08,1364897089.45468,0.0,371427876.566875 
 12/09,1268102441.98199,0.0,371326110.993169 
 12/10,1070175513.43989,0.0,379993058.937305 
 12/11,1592584612.46822,0.0,371891799.112782 
 12/12,1901774012.34115,0.0,384004760.974741 
 12/13,1749138712.25667,0.0,384014363.298596 
 12/14,1534337558.41351,0.0,383460932.464281 
 12/15,2072508323.79076,0.0,384009342.552415 
 12/16,1922124524.0605,0.0,383671368.895752 
 12/17,1758912041.67301,0.0,383943929.348236 
 12/18,1757242210.30448,0.0,374875061.613927 
 12/19,1275563256.00071,0.0,381361863.557732 
 12/20,1104356908.55192,0.0,380923701.19588 
 12/21,1273649593.34621,0.0,375711845.340775 
 12/22,1376170504.8904,0.0,384060327.753495 
 12/23,688743928.532184,0.0,377376748.722083 
 12/24,1101156166.26377,0.0,382665023.37396 
 12/25,1716804376.66837,0.0,383911177.393081 
 12/26,1911298279.38377,0.0,374283076.325377 
 12/27,2408184116.31539,0.0,384013900.085323 
 12/28,2425003678.64139,0.0,381221152.43815 
 12/29,2132735732.51634,0.0,383400862.222919 
 12/30,1793598929.92108,0.0,383989124.423797 
 12/31,1321419080.40095,0.0,371609035.484882,46237316143.2172,0.0,11784715316.6985,227095815501.905,6698889797.74501,131175066574.293 
